"authors.keyword: Descending",Count
"K. Nagai",1266
"K. Singh",1265
"N. Singh",1265
"Pradeep Kumar",1265
"Y. Feng",1265
"A. K. Singh",1264
"Nicholas J. Turro",1264
"Liang Cheng",1263
"Xi Li",1262
"Y. Hasegawa",1262
"Yi Huang",1262
"D. Taylor",1261
"Dong Chen",1261
"Harry B. Gray",1260
"Jun Jiang",1260
"PAMELA ZURER",1260
"Dong Xu",1259
"Juan Du",1259
"S. H. Kim",1258
"Shuai Zhang",1257
"Allen J. Bard",1256
"L. Wu",1256
"Bin Yu",1255
"K. Kondo",1255
"David J. Smith",1253
"Jun Lin",1253
"Ping Zhou",1252
"B. Schmidt",1251
"G.L. Moneta",1251
"Long Wang",1251
"Shuang Li",1251
"Bo Hu",1249
"H. Fujii",1249
"A. Williams",1247
"Qiong Wu",1247
"G. Alexander",1246
"Shan Gao",1246
"A. Castro",1245
"Wei Xiong",1245
"Peter Jones",1244
"R. Schneider",1244
"A. Mehta",1243
"H. Ogawa",1243
"Peng Zhou",1243
"T. Kaneko",1243
"Jie Shen",1242
"Mercouri G. Kanatzidis",1241
"Takashi Sugimura",1241
"Y Li",1241
"A. Richter",1240
"Y. Shen",1240
"David Miller",1239
"Jie Tang",1239
"Hong Yan",1238
"J Zhang",1238
"Larry Kevan",1238
"Yong Cao",1237
red,1237
"Albert Padwa",1236
"Tong Liu",1236
"A. Lee",1234
"M. Aoki",1234
"S. Jain",1234
"Sheng Liu",1234
"Ying Hu",1234
"J. Wagner",1232
"Bin He",1231
"R. Walker",1231
"A. Ghosh",1230
"E. Smith",1230
"Zheng Xu",1229
"Hiroshi Saito",1228
"Hong Zhu",1228
"M. Pohl",1228
"J. Jiang",1227
"Jing Zhu",1227
"Georges Guiochon",1226
"H. Garschagen",1226
"Robert Walgate",1226
"Bo Shen",1225
"D. Schmidt",1225
"H. Weber",1225
"Zhe Chen",1225
"C. Kim",1223
"Richard D. Adams",1223
"Yue Wu",1223
"Hao Yu",1222
"K. Murakami",1222
"Min Zhou",1222
"W. Huang",1222
"A. Kurtenacker",1221
"Hao Yang",1220
"Rolf Gleiter",1220
"Yang Song",1220
"K. Becker",1217
"K. Ogawa",1217
"Jiang Li",1216
"K. Chen",1216
"Y. Choi",1216
"Arvind Kumar",1215
"Didier Raoult",1215
"Feng Shi",1213
"Takashi Watanabe",1213
"Xin Jin",1213
"G. Taylor",1212
"L. Huang",1212
"L. Lu",1212
"Keiji Tanaka",1211
"Masaya Tohyama",1211
"R. Ramesh",1211
"S. Mitra",1211
"Sandeep Kumar",1211
"S. Schmidt",1210
"Shu Wang",1210
"Ping Xu",1209
"R. Chen",1209
"S. Ahmed",1207
"Yong Tang",1207
"M. Abe",1206
"Yuanyuan Li",1206
"Xing Li",1205
"Mei Zhang",1204
"R. Müller",1204
"G. Fischer",1203
"H. Sakai",1203
"Rui Yang",1203
"Lin He",1202
"Randy Showstack",1202
"Jie Zheng",1200
"Yang Cao",1200
"Alan J. Wein",1199
"B. Bower",1199
"Chun Li",1199
"S. Huang",1199
"Xuan Wang",1199
"H. Sakamoto",1196
"Jin Yang",1195
"M. Brown",1195
"Hiroshi Abe",1194
"Min Zhu",1194
"Y. Kondo",1194
"Yi Xu",1194
"Wen Liu",1193
"H. Lin",1192
"Hao Jiang",1192
"J. Guo",1192
"Kenji Mori",1192
"A. Tanaka",1191
"Long Zhang",1191
"Kenji Watanabe",1190
"Matthias Beller",1189
"Shuang Liu",1189
"A. Santoro",1188
"A. Schneider",1188
"A. Zichichi",1188
"Bin Jiang",1187
"Fang Zhang",1187
"Li Lin",1187
"Yan Shi",1187
"Lin Zhu",1186
"A. Clark",1185
"L. Taylor",1184
"Li Guo",1184
"M. Wagner",1184
"Yao Zhang",1184
"Peng Sun",1183
"S. Wu",1182
"C. T. Russell",1181
"Y. Shimizu",1181
"H. Ikeda",1180
"K. Okamoto",1180
"David Johnson",1179
"Paul K. Chu",1179
"S. Martin",1179
"Jie Zhu",1178
"X. Jiang",1178
"Gideon Koren",1177
"Juan Chen",1177
"J. Walsh",1176
"B. Schneider",1175
"G. Costa",1175
"Xue Wang",1175
"J. Nielsen",1173
"Jin Huang",1171
"K. Kikuchi",1171
"Lei Gao",1171
"T. Tamura",1171
"L. Zhu",1167
"Li Yan",1167
"Wolfgang A. Herrmann",1167
"A. Nevins",1166
"Jane Bradbury",1166
"Robert M. Califf",1165
"Jing Yu",1164
"K. Peters",1164
"Nan Jiang",1164
"T. Chen",1164
"J. Chang",1163
"Jie Ma",1163
"Shuang Wang",1163
"Chen Liu",1162
"Li Wei",1162
"H. Freytag",1161
"Heng Zhang",1161
"Peng Wu",1161
"Yan Jiang",1161
"Zheng Chen",1161
"David Brown",1160
"Chao Xu",1159
"Dan Zhao",1159
"Dieter Seebach",1159
"I. Peterson",1159
"P. Liu",1159
"Eishun Tsuchida",1158
"Han Wang",1158
"Jun Guo",1158
"Yi Xie",1158
"Yi Zheng",1157
"C. Thomas",1156
"J. Bauer",1156
"T. Kawamoto",1156
"Joseph Wang",1155
"N. Kumar",1155
"A. Roy",1154
"Di Wang",1154
"K. Balasubramanian",1154
"M. Bauer",1154
"Yuan Chen",1153
"Hal G. Bingham",1152
"H.J. Eysenck",1151
"H. Sasaki",1149
"Y. Fujii",1149
"P. Wagner",1148
"Zhe Li",1148
"Jianhua Wang",1147
"Yong Jiang",1147
"D. Williams",1146
"Ping He",1146
"R. Zimmermann",1146
"William C. Roberts",1146
"Hui Sun",1145
"M. Werner",1145
"S. Kimura",1145
"Robert Langer",1144
"W. Schneider",1143
"Xia Liu",1143
"J. Müller",1142
"Sanjeev Kumar",1142
"L. D. Ziegler",1141
"MICHAEL HEYLIN",1141
"P. M. Champion",1141
"Y. Maeda",1141
"Gian-Carlo Rota",1140
"Naoki Yamamoto",1140
"F. Ren",1139
"Xin Lu",1139
"D. Kumar",1138
"Xiaofeng Wang",1138
"Ying Guo",1137
"Xiaohong Wang",1136
"Bo Zhao",1135
"M. Shimizu",1135
"S. Ahmad",1135
"David Wood",1134
"J. Roberts",1134
"Qi Yang",1133
"Brian W. Skelton",1132
"T. Li",1132
"Hai Wang",1131
"Jing Gao",1131
"R. Liu",1130
"S. Khan",1130
"Fei Xu",1129
"S.H. Lee",1128
"T. Nishimura",1128
"Yi Jiang",1128
"L. Martin",1127
"Ke Chen",1126
"A. Wilson",1125
"M. Ahmad",1125
"T. Hara",1125
"Min Huang",1124
"A. Agarwal",1123
"Cheng Liu",1123
"Yue Chen",1123
"Jon Clardy",1122
"Y. Yamashita",1122
"Zhen Chen",1122
"Bengt Winblad",1121
"Zhi Chen",1121
"Li Huang",1120
"S. Chang",1120
"Ye Wang",1120
"A. Brown",1119
"Benjamin Castleman",1119
"X. Hu",1119
"Y Liu",1119
"A. Kobayashi",1117
"Kevin M. Smith",1116
"Zhi Liu",1116
"Hubert Schmidbaur",1115
"L. Yu",1115
"X. Lu",1115
"A. Taylor",1114
"Dan Wu",1114
"Takashi Matsumoto",1114
"W. Lu",1114
"Xin Yu",1114
"Ying Zhu",1114
"D. Roy",1113
"Hui Yu",1113
"H. Nakajima",1112
"Ye Li",1112
"S. Mori",1111
"W. Zhou",1111
"W. Fischer",1110
"A. Johnson",1109
"Yusuke Nakamura",1109
"Qiang Zhao",1108
"Chao Ma",1107
"Lijun Wang",1107
"N. Yamamoto",1107
"A. Sato",1106
"Bing Chen",1106
"D. Evans",1106
"J. Cheng",1106
"R. Brown",1106
"S. Hashimoto",1106
"W. Lin",1106
"Lei Wu",1105
"M. Fukuda",1105
"Takashi Hashimoto",1105
"X. Gao",1105
"Bo Sun",1104
"Hiroshi Nakamura",1104
"Akira Tanaka",1103
"A. Banerjee",1102
"A. Ferrer",1102
"Jing He",1102
"S.D. Probert",1102
"Takashi Abe",1101
"Takashi Ito",1100
"Xiaohong Chen",1100
"Jing Hu",1099
"Yan Ma",1099
"Fan Li",1098
"S. Hasegawa",1098
"Wei Dong",1098
"Y. Murakami",1098
"A. Alonso",1097
"Fang Yang",1097
"K. Nakagawa",1097
"L. Romero",1097
"Lili Zhang",1097
"R. Taylor",1097
"H. Hayashi",1096
"Xin Gao",1096
"J. Song",1095
"Takashi Sato",1094
"J. Eckert",1092
"Kun Li",1092
"M. Davies",1092
"David N. Reinhoudt",1091
"H. Hu",1091
"Y. Bai",1091
"JOSEPH HAGGIN",1090
"F. Fabbri",1089
"D. Jones",1088
"John Ross",1087
"M. Wilson",1087
"T. Matsushita",1087
"Fei Yu",1086
"J Li",1086
"M. Cohen",1086
"T. Ikeda",1086
"B.H. Thiers",1085
"R. Wilson",1085
"D. Wright",1084
"M. Itoh",1084
"Xiaoyan Li",1084
"E. Martin",1083
"Wei Pan",1083
"G. Blasse",1082
"T. Kawai",1082
"W. Lohmann",1082
"M. Berger",1081
"M. Kaur",1080
"Masakatsu Shibasaki",1080
"H.J. Kim",1079
"T. Fujiwara",1079
"W. Mohr",1078
"Zhen Huang",1078
"Akira Watanabe",1077
"Lu Chen",1077
"Qian Zhao",1077
"J. Garcia",1076
"Pei Wang",1076
"Q. Yang",1076
"Y. Ikeda",1076
"Chen Yang",1075
"Feng Zhu",1075
"T. Aoki",1075
"Peng Shi",1074
"Krzysztof Matyjaszewski",1073
"T. Ishii",1073
"Bharat Bhushan",1071
"Ronald N. Jones",1071
"Z. Hu",1071
"R. Patel",1070
"Ji Zhang",1069
"G. Ertl",1068
"Yan Jin",1068
"H. Itoh",1067
"J. Jones",1067
"K.H.J. Buschow",1067
"Wei Cai",1067
"Yu Zhu",1067
"Z. Huang",1067
"C. Leroy",1066
"N. Li",1066
"Roland Boese",1066
"Y. Fu",1066
"David Williams",1065
"J. Fraser Stoddart",1065
"Jan Reedijk",1065
"Jing Shi",1065
none,1064
"D. Wu",1063
"Koichiro Oshima",1063
"Ron Cowen",1063
"Adrian Furnham",1062
"Masahiko Watanabe",1062
"Y. Ogawa",1062
"K. Ishida",1061
"S. Gentile",1061
"T. Matsui",1061
"Tsung O. Cheng",1061
"H. Zimmermann",1060
"Khoo Boo-Chai",1060
"S. Müller",1060
"Y. Sakai",1060
"C. Edwards",1059
"Zhong Li",1059
"T. Wada",1057
"Jun Gao",1056
"Robert G. Bergman",1056
"Rong Liu",1056
"Ting Chen",1056
"Bing Han",1055
"Fan Wu",1054
"H. Hoffmann",1054
"Claudiu T. Supuran",1053
"Jun Cheng",1053
"A.K. Singh",1052
"Yi Ding",1052
"Takashi Kato",1051
"Yuan Tian",1051
"Samuel J. Danishefsky",1050
"Song Gao",1050
"Hiroshi Itoh",1049
"Keiji Morokuma",1049
"Yao Li",1049
"A. Miller",1048
"M. Xu",1047
"K. Park",1046
"Jerry L. Atwood",1045
"K. Aoki",1045
"Koichi Tanaka",1045
"Gene-Hsiang Lee",1044
"Qing Zhou",1044
"Xin Sun",1042
"Z. Zhou",1042
"Feng Lin",1041
"C. Huang",1040
"K. S�llner",1040
"Rui Guo",1040
"Ji Li",1039
"M. Dittmar",1039
"Y. Arai",1039
"Hui Wu",1038
"Jie Lu",1038
"D. Bimberg",1036
"E. Bauer",1036
"K. Fujii",1036
"X. Shi",1036
"Y. Kimura",1036
"A. Doria",1035
"W. Lange",1035
"Yang Sun",1035
"A. Jones",1034
"A. Niemann",1033
"Dietmar Seyferth",1032
"H. Nakano",1032
"R. Stone",1031
"T. Miyazaki",1031
"T. Hattori",1030
"A. Garcia",1028
"F. Rossi",1028
"M. Walker",1028
"Frank R. Fronczek",1027
"H. Matsuda",1027
Unknown,1027
"Wei Ma",1027
"K. Fujita",1026
"N. Balakrishnan",1026
"T. Hebbeker",1026
"Xiao Yang",1026
"G. Rossi",1025
"P.A.A. Laura",1025
"S. Cohen",1025
"Y. Cheng",1025
"Jian Gao",1024
"L Zhang",1024
"H. Fujita",1023
"Xu Yang",1023
"Bing Xu",1022
"Xin Guo",1022
"W. Richter",1021
"Y. Ueda",1021
"A. Sanchez",1020
"C. Park",1020
"Lina Zhang",1020
"M. Ishii",1020
"Malcolm H. Chisholm",1020
"Shie-Ming Peng",1020
"Q. Xu",1019
"D.H. Kim",1018
"K. Sakai",1018
"S. Xu",1018
"Zhi Yang",1017
"Paul R. Raithby",1016
"Peng Cheng",1016
"Roberto Romero",1016
"Satish Kumar",1016
"Chun Wang",1015
"G. Selvaggi",1015
"Hao Sun",1015
"K. C. Nicolaou",1015
"T. Kishimoto",1015
"T. Maeda",1015
"ANN THAYER",1014
"H. Ma",1014
"K. Yamashita",1014
"Lu Lu",1014
"Xiaohui Wang",1014
"A. Stahl",1013
"H. Ishikawa",1013
"Haworth Continuing Features Submission",1013
"Hiroshi Takagi",1013
"J. Taylor",1013
"M. Ishikawa",1013
"Shu Zhang",1012
"T. Yamanaka",1012
"Hong Yu",1011
"Yoshihiko Maehara",1011
"Bo Gao",1010
"He Li",1010
"M. Ferrari",1010
"Peter Hall",1010
"Bin Zhu",1009
"G. Davies",1009
"H. Klein",1009
"Jian Cao",1009
"M. Goldberg",1009
"Xiaoming Li",1009
"Y. Matsuda",1008
"E. Schmidt",1007
"Eugene Braunwald",1007
"H. Becker",1007
"Xiaoyan Liu",1007
"Hao Zhou",1006
"M. Frank",1006
"S. H. Lee",1006
"Tong Wang",1006
"Z. Sun",1006
"Carlo La Vecchia",1005
"D. Miller",1005
"Fei Yang",1005
"Hui Jiang",1005
"K. Yoshino",1005
"Peter Langer",1005
"Hiroshi Morita",1004
"L. Lee",1004
"Lin Lu",1004
"Wei Du",1004
"M. Kumar",1003
"S. Costa",1003
"Shunichi Fukuzumi",1003
"C. Garcia",1002
"Dong Yang",1001
"Jean-Marie Manus",1001
"J. Raloff",1000
"Kenji Kangawa",1000
"Li Shen",1000
"M. Zhou",1000
"P. Lecoq",1000
"Ling Xu",999
"S. Sengupta",999
"Geoffrey Burnstock",998
"K. Nishimura",998
"Qing Chen",998
"R. Shane Tubbs",998
"R. Thomas",998
"V.V. Korshak",998
"Y. Jin",998
"Y. Tang",998
"M. Gupta",997
"Ying Lu",997
"Bin Huang",996
"John Ellis",996
"S. Subramanian",996
"Lin Zhao",995
"Qiang Gao",995
"S.K. Gupta",995
"L. Schultz",994
"Rui Xu",994
"E. Ros",992
"L. Lin",992
"Rui Zhao",992
"T. Kubota",992
"D. Anderson",991
"J. Shi",989
"S. Wagner",989
"S. Yamashita",989
"Y. Okada",989
"Eric R. Ziegel",988
"Jiang Wu",988
"Miguel Yus",988
"R. Ferrari",988
"W. Blum",988
"M. Kirchgessner",987
"Xin He",987
"Bo Song",986
"Chen Xu",986
"David R. Holmes",986
"J. Berger",986
"H. Kolanoski",985
"Hiroshi Okamoto",985
"M. Murray",985
"M. Maggi",984
"Y. Luo",984
"Yuanyuan Wang",984
"M. Wu",983
"Takashi Inoue",983
"Hiroyuki Kato",982
"J. Wright",982
"Jian Yu",982
"Jue Wang",982
"Jun Ren",981
"K. Ploog",981
"Lin Ye",981
"M. Wada",981
"Martin Jansen",981
"S. Jones",981
"D. Price",980
"Randall W. Powell",980
"Wei Cao",980
"Hiroshi Maeda",979
"P. Collins",979
"Satoru Takahashi",979
"Dinesh Kumar",978
"Kuo-Hsiung Lee",978
"M. Cerrada",978
"A. Ruiz",977
"J. Davis",977
"M. Becker",977
"Bo Peng",976
"F. Pauss",976
"K. Sakamoto",976
"R. Cohen",976
"Yan Guo",976
"Huan Zhang",975
"Philip Rubin",975
"T. Mukai",975
"H.S. Kim",974
"N. Wang",974
"Qian Yang",974
"Xiaolin Wang",974
"J Chen",973
"R.H.O.",973
"Antonio Colombo",972
"B. Smith",972
"G. Wagner",972
"John D. Corbett",972
"S. Chandra",972
"Xiaohong Li",972
"B. A. Arbuzov",971
"H. Ishii",971
"J. Luo",971
"Jun Yin",970
"Yi Shen",970
"Yuan Zhou",970
"B. Xu",969
"M. Patel",969
"Atsushi Suzuki",968
"M. Fujita",968
"Toshio Suzuki",968
"Feng Jiang",967
"Gang Zhang",967
"Koji Nakanishi",967
"Tetsuya Yamamoto",967
"Victor J. Hruby",966
"M. Hoffmann",965
"A. Berger",964
"Phillip E. Fanwick",964
"M. Miller",963
"Ming Jiang",963
"S. Inoue",963
"Zhigang Wang",963
"D. Cohen",962
"D. Wood",962
"K. Kleinknecht",962
"T. Aziz",962
"X Wang",962
"G. Mikenberg",961
"Pier Giorgio Righetti",961
"Xiaoli Wang",961
"A. Lebedev",960
"JEFF JOHNSON",960
"M. Hirose",960
"Tokio Yamabe",960
"Yao Chen",960
"Masao Omata",959
"Ning Chen",959
"Robin D. Rogers",959
"J. Fay",958
"S. Kasper",958
"J. Tanaka",957
"Lu Yang",957
"Yi Pan",957
"Ying Ma",957
"A. Montanari",956
"S. Prasad",956
"Zhiqiang Wang",956
"Li Jin",955
"Chong Wang",954
"D. Strom",954
"H. Okada",954
"Qing Xu",954
"G. Bella",953
"Miao Yu",953
"Michael Smith",953
"Song Wang",953
"M. Neumann",952
"S. Hofmann",952
"Roland Fröhlich",951
"S. Dutta",951
"Eric J. Topol",950
"J.P. Greenhill",950
"Jie Song",950
"M. Schröder",950
"Royce W. Murray",950
"Xiaodong Liu",950
"Anthony Atala",949
"L. Jiang",949
"Wei Xiao",949
"Y. Abe",949
"S. Brown",948
"W. Lee",948
"Y Chen",948
"H. Murakami",947
"Liang Zhou",947
"S. Ali",947
"E. Perez",946
"J. J. Lagowski",946
"R. Weiss",946
"Roxana Mehran",946
"Shuai Li",946
"J. White",945
"Karl Peters",945
"T. Ono",945
"P. Rossi",944
"Yan Liang",944
"M. Sun",943
"A. Yoshida",942
"Dieter Enders",942
"M. Goto",942
"H. Singh",941
"J. Rodriguez",941
"Masaki Mori",941
"T. Ishida",941
"M. Shimada",940
"T. Arai",940
"T. Ferguson",940
"A. Hoffmann",939
"John Wilson",939
"M. Diemoz",938
"Nobuyuki Ito",938
"S. Chandrasekhar",938
"Amand Faessler",937
"Bruce D. Hammock",937
"I. Ahmad",937
"K. Fujiwara",936
"Kaj Blennow",936
"N. Wermes",936
"S. Chattopadhyay",936
"G. Martin",935
"Jing Jin",935
"Joseph R. Lakowicz",935
"Takashi Yamada",935
"A. Nakamura",934
"M. Sharma",934
"Feng He",933
"Gerhard Erker",933
"Jie Hu",933
"Roald Hoffmann",933
"R. Wolf",932
"Thomas G. Spiro",932
"Akira Takahashi",931
"Qing Zhao",931
"T. Ohta",931
"H. Maeda",930
"Heinrich Nöth",930
"Howard Alper",930
"Ben L. Feringa",929
"M. Reiser",929
"W. Hofmann",929
"A. Aloisio",928
"Raimund Erbel",928
"Xun Wang",928
"David Evans",927
"J. Wong",927
"Jeffrey B. Harborne",927
"L.P. Shulman",927
"M. Schulz",927
"S. Lin",927
"U. Becker",927
"Xiaojun Wang",927
"Y. Ding",927
"A. K. Gupta",926
"Bo Huang",926
"Takakazu Yamamoto",926
"Yan Lin",926
"C. Cooper",925
"Hiroshi Yamazaki",925
"Hong Ma",925
"Xiaoyan Wang",925
"B. A. Trofimov",924
"Lan Zhang",924
"M. Koch",924
"M. Meschini",924
"Qi Sun",924
"B. Kim",923
"Jian Ma",923
"K. Harada",923
"Long Li",923
"S. Fujita",923
"A. Hervé",922
"C. Taylor",922
"Gang Yu",922
"Jian Shen",922
"M. Schmid",922
"Qiang Sun",922
"Song Zhang",922
"Takashi Takahashi",922
"Wei Fan",922
"Dan Yang",921
"H. Wada",921
"L. Merola",921
"Peter Aldhous",921
"Satoshi Tanaka",921
"T. Hayakawa",921
"Y. Okamoto",921
"A. Ali",920
"D. Bloch",920
"J.P. Martin",920
"Jing Jiang",920
"Ping Zhao",920
"Robert McDonald",920
"Ling Yang",919
"Pengfei Wang",919
"S. Reucroft",919
"T. Takeshita",919
"Y.S. Kim",919
"G. Maggi",918
"Hua Jiang",918
"Jian Zhu",918
"Jun Tang",918
"R. Monastersky",918
"Hua Liu",917
"J. C. Scaiano",917
"R. Koch",917
"Wei Ren",917
"Xing Liu",917
"J. Harvey",916
"Ke Yang",916
"J. Wood",915
"Li Gao",915
"Limin Wang",914
"William A. Goddard",914
"Yitai Qian",914
"Atsushi Takahashi",913
"Christodoulos Stefanadis",913
"H.S. Chen",913
"Jie He",913
"Lan Wang",913
"M. Richter",913
"A. Klein",912
"K. Ono",912
"Ron Waksman",912
"Wei Xie",912
"James I. Ausman",911
"K. Kaneko",911
"P. Lecomte",911
"R. Prasad",911
"T. Smith",911
"Xiaoyan Zhang",911
"Yan He",911
"H. Shen",910
"J. Fuster",910
"J. Kroll",910
"N. Hayashi",910
"S. Falciano",910
"S. Ogawa",910
"Feng Guo",909
"Takashi Yoshida",909
"Chi-Ming Che",908
"D. Fournier",908
"J.S. Lee",908
"L. Luminari",908
"Mei Yang",908
"N. Colino",908
"RUDY BAUM",908
"V. Singh",908
"Y. Hashimoto",908
"A. Forchel",907
"Hua Xu",907
"Jun Yao",907
"Karl F. Freed",907
"Xiaoming Liu",907
"Editors International Labour Law Reports",906
"P. Bagnaia",906
"PATRICIA LAYMAN",906
"Steven V. Ley",906
"X. Yu",906
"D. Scott",905
"J. Marco",905
"J.S. Kim",905
"P. Ferrari",905
"James H. Espenson",904
"X. Lin",904
"Xue Zhang",904
"Yi Lin",904
"Dale L. Boger",903
"F. Filthaut",903
"H. Vogt",903
"M. Kondo",903
"T. Williams",903
"Yin Zhang",903
"MADELEINE JACOBS",902
"R. Clare",902
"E. Duchovni",901
"E. Rossi",901
"G. Bruno",901
"George C. Schatz",901
"Manish Kumar",901
"Yong Du",901
"Alexander J. Blake",900
"Hiroyuki Nakamura",900
"Peng Yang",900
"X.L. Wang",900
"Yan Feng",900
"Yang Xiao",900
"K. Schmidt",899
"Alan L. Balch",898
"G. Zobernig",898
"Hong Gao",898
"Satoshi Suzuki",898
"J. Hrubec",897
"W. Adam",897
"Cheng Yang",896
"Geoffrey A. Cordell",896
"Richard R. Schmidt",896
"Richard R. Schrock",896
"Yan Song",896
"A. R. KATRITZKY",895
"Giorgio Bernardi",895
"Paul Smith",895
"Xing Wang",895
"J. Johnson",894
"P. Chang",894
"S. Okada",894
"S. Paul",894
"W. Müller",894
"Gerard van Koten",893
"Hiroshi Yamaguchi",893
"Kai Sun",893
"M. Ueda",893
"R. Hoppe",893
"S. P. Singh",893
"Shiro Kobayashi",893
"T. Satoh",893
"Ke Liu",892
"Lijun Zhang",892
"Santosh Kumar",892
"Shahrokh F. Shariat",892
"Steven J. Rettig",892
"Zhiyong Zhang",892
"A. David",891
"Charles W. Bauschlicher",891
"Helmut Werner",891
"John E. Casida",891
"R. P. Singh",891
"A. Bocci",890
"T. Mashimo",890
"Tong Li",890
"Yu Cao",890
"Jia Chen",889
"Mathias Noltemeyer",889
"Min Hu",889
"S. Nuzzo",889
"T. K. Lim",889
"Wei Cheng",889
"Xi Yang",889
"K. Deiters",888
"Liping Zhang",888
"S. Bethke",888
"Thomas C. Bruice",888
"Zhong Lin Wang",888
"Hong Sun",887
"J. Braun",887
"Liang Fang",887
"A. Skuja",886
"G. Xu",886
"H Wang",886
"J. Pan",886
"Jianping Li",886
"Jing Yuan",886
"Kang Li",886
"Min Jiang",886
"Shaojun Dong",886
"Sheng Chen",886
"Ye Liu",886
"G. Jarlskog",885
"Hiroyuki Watanabe",885
"M. Rahman",885
"Masao Tanaka",885
"Miao Wang",885
"Robert H. Anderson",885
"Bin Tang",884
"David Taylor",884
"Hiroshi Yamada",884
"Miao Zhang",884
"Wayne Kondro",884
"Chao Wu",883
"J. Green",883
"J. Strauss",883
"J. Ye",883
"K. Imai",883
"Akira Yamada",882
"Takeshi Kobayashi",882
"Y. Sakamoto",882
"L. He",881
"S. Zhou",881
"Saharon Shelah",881
"Fritz Vögtle",880
"H. Sun",880
"K Tanaka",880
"Robert E. Scully",880
"John E. Morley",879
"Motoo Shiro",879
"S. George",879
"T. Nakayama",879
"Armin de Meijere",878
"K. Arai",878
"M. Ono",878
"Ursula Baumann",878
"Wei Peng",878
"H. Abe",877
"He Zhang",877
"J. Keller",877
"A. Ahmad",876
"C. Tully",876
"H. Fujiwara",876
"P. Harris",876
"R. Weber",876
"RICHARD SELTZER",876
"T. Lee",876
"M. Hashimoto",875
"T Suzuki",875
"A. Evans",874
"Giuseppe Lippi",874
"J. Goldstein",874
"Peng Yu",874
"Wei Deng",874
"J. Roth",873
"R. Klein",873
"Russel J. Reiter",873
"Wei Liang",873
"E. Focardi",872
"G. Brown",872
"H. Ishida",872
"Kazuaki Chayama",872
"Masahiro Murakami",872
"Qi Wu",872
"D. Green",871
"Daoben Zhu",871
"David Baker",871
"Li He",871
"N. Saito",871
"P. Werner",871
"E. Gross",870
"Hao Huang",870
"Jin Zhou",870
"Ning Ma",869
"T. Kubo",869
"Tamejiro Hiyama",869
"Zhao Zhang",869
"Can Li",868
"Frank Thone",867
"G. K. Surya Prakash",867
"K. Wu",867
"E. Costa",866
"Kenneth G. Caulton",866
"Ying Gao",866
"Gang Yang",865
"M. Levy",865
"Yoshio Inoue",865
"A. Watanabe",864
"Ang Li",864
"M. Schwartz",864
"M. Shapiro",864
"F. Nessi-Tedaldi",863
"G. Hall",863
"H. Takagi",863
"Jianguo Liu",863
"M. Hara",863
"Shigeru Saito",863
"Ying Jiang",863
"Zhuo Chen",863
"David Wilson",862
"John Hardy",862
"P. Mättig",862
"A. Messineo",861
"Huan Li",861
"Ping Hu",861
"T. Schneider",861
"W. Zhu",861
"Xian Zhang",861
"Xiang Zhou",861
"Yi Shi",861
"Masahiro Yamamoto",860
"Qin Liu",860
"Xiaohua Liu",860
"E. Gallo",859
"G. Sultanov",859
"H. Matsui",859
"Hao Hu",859
"L. Pape",859
"Rui Huang",859
"S. K. Gupta",859
"Yu Gao",859
"Z. Yu",859
"C. Schäfer",858
"G. Martinez",858
"Hui Guo",858
"Juan Yang",858
"M. Fernandez",858
"S. Aoki",858
"S. Ikeda",858
"Bing Yan",857
"E. Graf",857
"Feng Yan",857
"Heng Li",857
"Hong Guo",857
"Qi Zhao",857
"S.R. Bloom",857
"Yi Tang",857
"A. Hartmann",856
"Gregg C. Fonarow",856
"Keiji Maruoka",856
"M. Fujiwara",856
"D. Piccolo",855
"Florian Lang",855
"P. Paolucci",855
"Xiaoming Wang",855
"C.N.R. Rao",854
"Christopher Anderson",854
"Feng Pan",854
"He Wang",854
"Hiroyuki Yamamoto",854
"K. Ishikawa",854
"Hai Lin",853
"Jie Tian",853
"Peng Jiang",853
"Hans R. Kricheldorf",852
"J. Robertson",852
"Xing Chen",852
"A. Klimentov",851
"Akira Yoshida",851
"C. Michel",851
"C. Müller",851
"F. Bohlmann",851
"J. Ding",851
"K. Diedrich",851
"Mitchell A. Winnik",851
"Xiao Hu",851
"A. C. Fabian",850
"C. Civinini",850
"K. Takeuchi",850
"R. Wagner",850
"S. Yu",850
"T. Nguyen",850
"Toshio Tanaka",850
"Chao Gao",849
"Jeroen J. Bax",849
"Ming Lei",849
"R. Krishnan",849
"T. Sakamoto",849
"Cong Li",848
"H. Morkoç",848
"N. Patel",848
"Y. Fujita",848
"Y. Ishikawa",848
"C. Lu",847
"David Martin",847
"F. Meijers",847
"L. Lyons",847
"M. Taniguchi",847
"Makoto Watanabe",847
"Phil Gunby",847
"D. Hoffmann",846
"D. Müller",846
"K. Hamacher",846
"Lin Guo",846
"M. Kikuchi",846
"Hiroyuki Arai",845
"I. Vorobiev",845
"M. Romano",845
"Ming Lu",845
"T. Kinoshita",845
"Takeo Saegusa",845
"Osamu Ito",844
"Qian Xu",844
"Qiang Zhou",844
"Xin Jiang",844
"Hiroshi Hasegawa",843
"J.M. White",843
"M. Huang",843
"E. J. Corey",842
"Hui Peng",842
"John Marshall",842
"Julie Rovner",842
"Yang Wu",842
"Yi Wu",842
"Yukihiro Ozaki",842
"B. Michel",841
"C. Luci",841
